place_id,historical_name,county_id,authority_id,method,needs_review
155,Belcz,2,85,modern,0
156,Belcz cum pertinentiis,2,85,modern,0
157,Belecz,2,85,modern,0
158,Belecz-castrum cum pertinentiis,2,85,modern,0
159,Belesowcz,1,86,manual,0
160,Belethyncz,2,87,modern,0
161,Belethyncz ad Gereben,2,87,modern,0
162,Beletyncz,2,87,modern,0
163,Belezlowcz,4,88,modern,0
164,Belkolcz,2,89,singleton,0
165,Belkowcz,1,90,manual,0
166,Bellessowcz,1,86,manual,0
167,Bellyanowcz,1,91,orthographic-fuzzy,1
168,Belosowcz,1,86,manual,0
169,Belowarch,1,81,manual,0
170,Belowarcz,1,81,manual,0
171,Belowarcz*,1,81,manual,0
172,Belozlavcz,4,88,modern,0
173,Belozlawcz,4,88,modern,0
174,Belozlowcz,4,88,modern,0
175,Beludowyna,1,92,manual,1
176,Belwdoch-villicatus ad Zenth Georghwara,1,92,manual,1
177,Belwdowcz ad Zenth Gergwara,1,92,manual,1
178,Belwdowyna,1,92,manual,1
179,Belwsowcz,1,86,manual,0
180,Belyancz,1,91,orthographic-fuzzy,1
181,Belyowcz,1,91,orthographic-fuzzy,1
182,Belywdowcz,1,93,manual,0
183,Benchethyncz,1,94,manual,1
184,Benedicoucz,1,95,manual,1
185,Benedicowcz,1,95,manual,1
186,Benedikowcz,1,96,manual,0
187,Benedykow,1,96,manual,0
188,Benedykowcz,1,96,manual,0
189,Benkoucz,2,97,orthographic-exact,1
190,Benkowcz,2,97,orthographic-exact,1
191,Berdekowcz ad Belam,1,98,manual,1
192,Berdonocz,4,99,manual,0
193,Berdonocz-ad Zomzewdar pertinentiis,4,99,manual,0
194,Beregi,1,100,singleton,0
195,Berethyncz,2,101,singleton,0
196,Berizlawcz,4,102,modern,0
197,Berizlowcz,4,102,modern,0
198,Berkesewine,4,103,manual,0
199,Berkissewyna,4,103,manual,0
200,Berkwsewyna,4,103,manual,0
201,Berkwssewyna,4,103,manual,0
202,Berkwssewyna penes Kwppam ad Thopozka abbacie,4,103,manual,0
203,"Berkwssewyna, Pokwpya ad Thopozka-cum pertinentiis",4,104,manual,1
204,Berkysewyna,4,103,manual,0
205,Berkyssewyna,4,103,manual,0
206,Berkyssewynna,4,103,manual,0
207,Bersancz ad Kaproncza,1,105,manual,0
208,Berschanowcz,1,106,manual,0
209,Bersthanowcz cum pertinentiis,1,107,manual,1
210,Bersthianoucz,1,108,manual,0
211,Berywoy (Zenth Iwan?),1,109,manual,1
212,Berywoy-oppidum (Zenth Iwan?),1,109,manual,1
213,Berywoy-provincia (Zenth Iwan?),1,109,manual,1
214,"Beryzlaucz, Kalynye",4,110,manual,1
215,Beryzlawcz,4,102,modern,0
216,Beryzlawecz,4,102,modern,0
217,Beryzlowcz,4,102,modern,0
218,Berzewcz-provincia inferior,1,111,manual,1
219,Berzewcze,1,112,manual,0
220,Berzewcze-provincia inferior,1,111,manual,1
221,Berzyncz,1,113,singleton,0
222,Besenowcz,1,114,manual,1
223,Bethowcz,3,115,singleton,0
224,Bezchyanowcz,1,116,manual,1
225,Bigzaagh,4,117,manual,0
226,Bikzaad,4,118,manual,0
227,Biskupovcz,2,119,modern,0
228,Biskwpcz,4,120,orthographic-fuzzy,1
229,Bizthra,4,121,modern,0
230,Biztra,4,121,modern,0
231,Blacha,1,122,singleton,0
232,Blagay,1,123,singleton,0
233,"Blagay, Glogowy",1,124,singleton,0
234,Blagswa,4,125,modern,0
235,Blagussa,4,125,modern,0
236,Blagwsa,4,125,modern,0
237,Blagwssa,4,125,modern,0
238,"Blagwssa, Symonchewcz",4,126,modern,0
239,"Blagwssa, Symonczewcz",4,126,modern,0
240,"Blagwssa, Symwnchowcz",4,126,modern,0
241,Blasew Werh,1,127,singleton,0
242,Blasewerh-ad Achyna,1,128,manual,1
243,Blasewwerh-ad Achynam,1,129,manual,1
244,"Blaskoucz, Glavnycza",4,130,manual,1
245,"Blaskowcz, Glawnycza",4,131,manual,1
246,Blathnicza,4,132,orthographic-exact,0
247,"Blathno, Remethinczy, Lwka",4,133,manual,1
248,"Blathno, Remethinczy, Lwka*",4,133,manual,1
249,Blathnycza,4,132,orthographic-exact,0
250,Blatnycza,4,132,orthographic-exact,0
251,Blatthnycza,4,132,orthographic-exact,0
252,Blattnycza,4,132,orthographic-exact,0
253,Blizna,4,134,modern,0
254,Bliznafew,1,135,manual,0
255,Blyzna,4,134,modern,0
256,Blyzna sub Medwedwar,4,134,modern,0
257,Blyzna sub Medwewar,4,134,modern,0
258,"Blyzna, Remethyncz",4,136,singleton,0
259,Blyznafew,1,135,manual,0
260,Blyznaffew,1,135,manual,0
261,Blyzno,4,134,modern,0
262,Blyzno (Medwe),4,134,modern,0
263,Bobinschyna,1,41,manual,0
264,Bobonycza,4,137,modern,0
265,Bobouycza,4,137,modern,0
266,Bobowycha ad Mokrycham,4,137,modern,0
267,Bobowycza,4,137,modern,0
268,Bobowycza ad Mokrycza,4,137,modern,0
269,Bobowycza ad Mokrycza pertinens,4,137,modern,0
270,Bobowycza ad Mokryczam,4,137,modern,0
271,Bobowycza ad Mokryzam,4,137,modern,0
272,"Bobowycza, Kapolna",1,138,manual,0
273,"Bobowycza, Kapolna, Othok, Jemryhowcz",1,139,manual,0
274,Bobowycza-ad Mokryczam,4,137,modern,0
275,Bocyncz ad Medwe,4,140,modern,0
276,Bogacheuo,1,141,modern,0
277,Bogachewo,1,141,modern,0
278,Bogacho,1,141,modern,0
279,Bogachyewo,1,141,modern,0
280,Bogatho,1,141,modern,0
281,Bolch,1,142,orthographic-exact,0
282,Bolcz,1,142,orthographic-exact,0
283,Bolethyna,1,143,manual,1
284,Bolethyno,1,143,manual,1
285,Bona-Hampo,1,144,singleton,0
286,Bona-Johannes Alapi,4,145,singleton,0
287,Bona-Nicolaus Zrini,4,146,orthographic-exact,0
288,Bona-Nicolaus Zryny,4,146,orthographic-exact,0
289,Bona-Zlwny,4,147,singleton,0
290,Bonowk,1,148,manual,1
291,Borchecz in pertinentiis Zomzedwara,4,149,singleton,0
292,Borcowcz,1,150,manual,0
293,Borcowcz,2,151,modern,0
294,Borcz ad Topozka (predium),4,152,manual,1
295,Borkoucz,2,151,modern,0
296,Borkowcz,2,151,modern,0
297,Borowcz,1,150,manual,0
298,Borowcz,2,151,modern,0
299,Borowe,1,153,manual,0
300,Borsowcz,1,150,manual,0
301,Borycheucz,2,154,manual,0
302,Borychewcz,2,154,manual,0
303,"Borychewcz, Marthyndoll",2,155,manual,1
304,Boryzlowcz,4,102,modern,0
305,Bosako,4,156,modern,0
306,Bosiako,4,156,modern,0
307,Bosiako-castrum-judicatus inferior,4,156,modern,0
308,Bosiako-castrum-judicatus superior,4,156,modern,0
309,Bosiakowyna,4,156,modern,0
310,Bosyako,4,156,modern,0
311,Bosyako cum pertinentiis,4,156,modern,0
312,Bosyako cum pertinentiis*,4,156,modern,0
313,Bosyako-castellum / Judicatus Inferior,4,156,modern,0
314,Bosyako-castellum / Judicatus Superior,4,156,modern,0
315,Bosyako-castellum cum pertinentiis,4,156,modern,0
316,Bosyako-castellum-judicatus inferior,4,156,modern,0
317,Bosyako-castellum-judicatus superior,4,156,modern,0
318,Bosyako-cum pertinentiis,4,156,modern,0
319,Bosyako-judiatus inferior,4,156,modern,0
320,Bosyako-judicatus superior,4,156,modern,0
321,Bosyako-judicatus superior et inferior,4,156,modern,0
322,Bosyakowyna,4,156,modern,0
323,Bosyakowyna-castellum*,4,156,modern,0
324,Bothcafeld,1,157,manual,0
325,Bothezyncz,1,158,manual,0
326,Bothincz,4,140,modern,0
327,Bothkafeld,1,159,manual,0
328,Bothowcz,3,160,manual,0
329,Bothyncz,1,161,manual,0
330,Bothyncz,4,140,modern,0
331,Bothyncz ad Medwe,4,140,modern,0
332,Bothynowcz,1,162,manual,0
333,Botyncz,4,140,modern,0
334,Boytincz,4,140,modern,0
335,Bozyas,1,163,singleton,0
336,Bradechyna ad Garych,1,164,manual,1
337,Bradna,1,165,manual,0
338,Bradna inferior,1,166,manual,1
339,Bragasoucz,1,167,orthographic-exact,0
340,Bragasowcz,1,167,orthographic-exact,0
341,Brakwnowcz,4,168,manual,0
342,Bregchewcz,1,169,manual,0
343,Bresancz ad Kaproncza,1,105,manual,0
344,Breschyna,1,170,manual,1
345,Bresnycha,1,171,manual,0
346,Bresnycza-ad Achynam,1,172,manual,1
347,Bresnycze,1,171,manual,0
348,Bresowcz,1,173,manual,0
349,Bresowycza,4,174,modern,0
350,Brestowcz,1,173,manual,0
351,Brestoycha,1,175,manual,0
352,Brezewcze cum pertinentiis,1,176,manual,0
353,Brezoucz,1,177,modern,0
354,Brezowcz,1,177,modern,0
355,Brezowicza,4,174,modern,0
356,Brezowycha,4,174,modern,0
357,Brezowycza,4,174,modern,0
358,Brezoycha-ad Nagh Kemlek,1,178,manual,1
359,Brezoycza,1,179,manual,0
360,Brezoycza,4,174,modern,0
361,Brezt,2,180,singleton,0
362,Brezth,4,181,manual,0
363,Brezthowcz,1,177,modern,0
364,"Brezthowcz, Dechyna",1,182,manual,1
365,"Brezthowcz, Dolina",1,183,manual,1
366,Brezthoycza,1,179,manual,0
367,Brezthye,4,184,manual,0
368,Breztoycha,1,179,manual,0
369,Brezyancz,3,185,manual,1
370,Brezyna,1,186,manual,1
371,"Brezyna, Chakowcz",1,187,manual,1
372,Brezynacz,3,185,manual,1
373,Brkwnowcz,4,188,manual,1
374,Brokownyowcz,4,188,manual,1
375,Brokunoucz,4,188,manual,1
376,"Brokunoucz, Adamovcz",4,189,manual,1
377,Brokwnowcz,4,188,manual,1
378,"Brokwnowcz, Glawnicza",4,190,modern,0
379,Brokwnyowcz,4,188,manual,1
380,"Brokwnyowcz, Glawnycza",4,190,modern,0
381,Brysnyak,1,191,singleton,0
382,Bryzthno,4,192,singleton,0
383,Budrowcz,1,193,manual,0
384,"Budyndol, Pomperoucz, Hansevcz",2,194,singleton,0
385,Bukovcz,1,195,manual,0
386,Bwchyncz,1,196,manual,0
387,Bwdislawcz,2,197,orthographic-fuzzy,1
388,Bwdnak,1,198,manual,0
389,Bwdowcz,1,193,manual,0
390,Bwdrocz,1,193,manual,0
391,Bwdrocz,3,199,manual,0
392,Bwdrowcz,1,193,manual,0
393,Bwdrowcz,3,199,manual,0
394,Bwdyndol,2,200,manual,1
395,"Bwdyndol, Hansewcz",2,201,manual,1
396,"Bwdyndol, Hansewcz, Pomperowcz",2,202,manual,1
397,Bwdyndoll,2,203,manual,1
398,Bwdyslwcz,2,197,orthographic-fuzzy,1
399,Bwdyzlawcz,2,204,singleton,0
400,"Bwdyzlawcz, Dymytrowcz",2,205,singleton,0
401,"Bwkowcz, Zelyna",4,206,singleton,0
402,Bwkowschak,4,207,modern,0
403,Bwkowschyak,4,207,modern,0
404,Bwkowsthyak,4,207,modern,0
405,Bwkowychyak,4,207,modern,0
406,Bwschyncz,1,196,manual,0
407,Bwsowcz,3,208,manual,1
408,Bwssocz,3,209,manual,1
409,Bwssowcz,3,210,manual,1
410,Bwssyn,2,78,orthographic-fuzzy,1
411,Bwsthincz,1,211,manual,0
412,Bwsthyncz,1,211,manual,0
413,Bwsyn,2,78,orthographic-fuzzy,1
414,"Bwsyn, Odra",4,212,modern,0
415,Bwszyn,2,78,orthographic-fuzzy,1
416,Bwthkafeld,1,159,manual,0
417,Bwthkafelde,1,159,manual,0
418,Bwthkafewlde,1,159,manual,0
419,Bwthynowcz,1,162,manual,0
420,Bwtkafeld,1,159,manual,0
421,Bwyancz,1,213,manual,1
422,Bwyanowcz,1,162,manual,0
423,Bwyowcz,1,214,manual,1
424,"Bwzyn, Odra",4,212,modern,0
425,Byenik,1,215,manual,0
426,Byenyk,1,215,manual,0
427,Byenyk ad Topozka (predium),4,216,manual,1
428,Bygzaad,4,217,manual,0
429,Bygzad,1,218,modern,0
430,Bygzad,4,219,manual,0
431,Bygzad-citra Lonyam,4,220,singleton,0
432,Bykalla,1,221,manual,0
433,Bykalya,1,221,manual,0
434,Bykchelethincz,1,222,manual,0
435,Bykczelethyncz,1,222,manual,0
436,Bykszad,4,223,manual,0
437,Bykzad,1,218,modern,0
438,Bykzad,4,224,manual,0
439,"Bykzad, Wychel portio",1,225,modern,0
440,"Bykzad, Wyhel",1,225,modern,0
441,Bynowcz,1,226,manual,0
442,Byskupcz,4,120,orthographic-fuzzy,1
443,Byskwpch,4,120,orthographic-fuzzy,1
444,Byskwpchy,4,120,orthographic-fuzzy,1
445,Byskwpcz,2,227,singleton,0
446,Byskwpcz,4,120,orthographic-fuzzy,1
447,Byskwpecz,2,228,singleton,0
448,Byskwpecz,4,120,orthographic-fuzzy,1
449,Byskwpowcz,2,119,modern,0
450,Byskwpowcz,4,120,orthographic-fuzzy,1
451,Bysztra,4,121,modern,0
452,Bysztrycza,4,229,modern,0
453,Byxad,1,218,modern,0
454,Byxad cum pertinentiis,1,218,modern,0
455,Byzagh,1,218,modern,0
456,Byzkelethycz,1,230,singleton,0
457,Byznafew,1,135,manual,0
458,Byzthra,4,121,modern,0
459,Byzthra ad Zomzewdwara,4,121,modern,0
460,Byzthrycha,4,229,modern,0
461,Byzthrycza,4,229,modern,0
462,Byzthrycze,4,229,modern,0
463,Byztra,4,121,modern,0
464,Byztricza,4,229,modern,0
465,Byztricza cum pertinentiis,4,229,modern,0
466,Byztrycza,4,229,modern,0
467,Byztrycze,4,229,modern,0
468,Byztrycze cum pertinentiis,4,229,modern,0
469,Camarcha,1,231,manual,0
470,"Camarcha, Thwlowa",1,232,manual,1
471,Campus,1,233,singleton,0
472,Campus-Sancta Maria Virginis in Campo,1,234,manual,1
473,Capella,1,235,singleton,0
474,"Cappela,Kelyanowcz",1,236,singleton,0
475,Captholowcz,1,237,manual,0
476,Cargoucz,2,238,manual,1
477,Carlowcz,1,239,manual,1
478,Casma,1,16,modern,0
479,Cerabarda,1,240,orthographic-fuzzy,1
480,Cerztwecz,1,241,manual,0
481,Chakowcz,1,242,manual,0
482,"Chakowcz, Brezyna",1,243,manual,1
483,Chaktornya,1,244,manual,0
484,Chalyncz,2,245,modern,0
485,Channyo,1,246,modern,0
486,Chano,1,246,modern,0
487,Chanyo,1,246,modern,0
488,"Chanyo, Prezeka, Rauen",1,247,singleton,0
489,Chapalowcz,1,237,manual,0
490,Chapolowcz,1,237,manual,0
491,Chargowcz,2,248,manual,1
492,Charzyncz,1,249,singleton,0
493,Chasma,1,16,modern,0
494,Chasma-in pertinentiis,1,16,modern,0
495,Chasmafew,1,16,modern,0
496,Chawlyncz,2,245,modern,0
497,Chazarwara,2,250,modern,0
498,Chazarwara-castrum cum pertinentiis,2,250,modern,0
499,Chazmafew,1,16,modern,0
500,Chebenowcz,1,251,manual,0
501,Chehowyna ad portionem,1,252,singleton,0
502,Chekno,1,253,manual,0
503,Chelowechky,2,254,singleton,0
504,Chelychye,1,255,manual,1
505,Chelycze,1,255,manual,1
506,Chemernicha,1,256,manual,0
507,Chemernicza,1,256,manual,0
508,Chemernycha,1,256,manual,0
509,Cheperlyncz,2,257,singleton,0
510,"Cheperlyncz, Stefancz",2,258,modern,0
511,"Cheperlyncz, Stephancz, Othok",2,258,modern,0
512,"Cheperlyncz, Zenth Kelemen",2,259,modern,0
513,"Cheperlyncz, Zenthkelemen",2,259,modern,0
514,"Cherbenye, Lwkawecz",1,260,manual,1
515,Cherbyncz,2,261,singleton,0
516,Cherchan ad Gemlech,1,262,manual,1
517,Chereborda,1,263,orthographic-exact,0
518,Cheresnye,2,264,manual,1
519,Cheresnyo,2,265,manual,1
520,"Cheresnyo, Wydowcz",2,266,manual,1
521,Cherkowczy,4,267,modern,0
522,Chernacz,3,268,singleton,0
523,Chernareca,1,269,manual,1
524,Chernareka,1,270,manual,0
525,Chernchan ad Gemlecz,1,271,manual,1
526,Chernech,3,272,manual,0
527,Chernecz,3,272,manual,0
528,"Cherneleucz, Toplychycza",4,273,manual,1
529,Chernesoucz,1,274,manual,1
530,Chernkocz,4,267,modern,0
531,Chernkowch,4,267,modern,0
532,Chernkowcz,4,267,modern,0
533,"Chernkowcz, Schytaryo",4,275,singleton,0
534,Chernomerch,4,276,modern,0
535,Chernomercz,4,276,modern,0
536,Chernomercz (Medwe),4,276,modern,0
537,Chernomerecz,4,276,modern,0
538,Chernossowcz,1,277,singleton,0
539,"Chernylewch, Thoplychycha",4,278,singleton,0
540,Chernylno,4,279,singleton,0
541,Chero berdo,1,280,manual,0
542,Cherowoberdo,1,281,manual,0
543,Cherthwecz,1,241,manual,0
544,Chertwecz,1,241,manual,0
545,Cherwylno,4,282,manual,1
546,Cherzthwecz,1,241,manual,0
547,Cherzthweczfew,1,241,manual,0
548,Cherztwecz,1,241,manual,0
549,Cherztwecz Zenth Pether,1,283,manual,0
550,Cherzwecz,1,241,manual,0
551,Chesthylowcz,1,284,singleton,0
552,Chethertekhel,1,285,manual,0
553,Chethwecz,1,241,manual,0
554,Chezmycza Zenth Iwan,1,286,singleton,0
555,Chezthylowcz,1,287,orthographic-exact,0
556,Cheztylowcz,1,287,orthographic-exact,0
557,Chezwecz,1,241,manual,0
558,Chialyncz,2,245,modern,0
559,Chnesancz,1,288,manual,0
560,Chorgowcz,2,289,singleton,0
561,Chowcowyna,1,290,singleton,0
562,Chowkowyna,1,291,singleton,0
563,Chrechan,4,292,manual,0
564,Chrechancz,4,292,manual,0
565,Chremysthe,1,293,manual,0
566,Chrenchan ad Gemnecz,1,294,manual,1
567,"Chresnevo, Obres",2,295,manual,0
568,Chresno,1,296,manual,0
569,Chresnyo,1,296,manual,0
570,Chreztwecz*,1,241,manual,0
571,Christalocz,1,297,manual,0
572,Christhalowcz,1,297,manual,0
573,Chrysthalowcz-cum provincia et pertinentiis,1,298,manual,1
574,Chucher,4,299,modern,0
575,Chwcher,4,299,modern,0
576,Chwcherye,4,299,modern,0
577,Chwchwwachincz,1,300,singleton,0
578,Chwdowcz,1,301,manual,1
579,"Chwdowcz, Wynarcz",1,302,singleton,0
580,Chwthenya,1,303,manual,0
581,Chyanyo,1,246,modern,0
582,Chyazarwara,2,250,modern,0
583,Chycherye,4,299,modern,0
584,Chychyrye,4,299,modern,0
585,Chyglana,1,304,manual,0
586,Chyglena,1,305,manual,0
587,Chygleno,1,306,manual,0
588,Chystho Hrastye,3,307,singleton,0
589,Chystho Hrazthya,3,308,singleton,0
590,Chyzarwara,2,250,modern,0
591,Chyzta Hrazthya,3,309,orthographic-fuzzy,1
592,Chyztahrazthya,3,309,orthographic-fuzzy,1
593,Cirquena,1,310,orthographic-exact,0
594,Civitas Montis Grecensis Zagrabiensis,4,311,manual,0
595,Civitas Montis Grecensis Zagrabiensis (taxa 500 fl),4,311,manual,0
596,"Clobwk, Jalsewcz, Zenth Iwan",1,312,manual,1
597,Clokochewcz,1,313,modern,0
598,Clwch,1,314,manual,0
599,Cnesancz,1,288,manual,0
600,Conthowcz,1,315,manual,0
601,Copathowcz,1,316,manual,0
602,Copozowcz,1,317,manual,0
603,Corbowa,1,318,manual,0
604,Coren,1,319,manual,0
605,"Coren, Zdela",1,320,manual,1
606,Coroska,1,321,manual,0
607,Corpus Christi in Prodauiz,1,322,manual,1
608,Cothnyak,1,323,manual,1
609,Coznethyno,1,324,manual,0
610,Coznycza,4,325,modern,0
611,Coznycza cum pertinentiis,4,325,modern,0
612,Coztanowcz,1,326,singleton,0
613,Coztel-castrum cum pertinentiis,2,327,modern,0
614,Crachowcz,1,328,singleton,0
615,Crapyna,2,329,modern,0
616,"Craschych, Wywodyna",4,330,singleton,0
617,Crassulcz,2,331,singleton,0
618,Crawaryna,1,332,manual,0
619,Crawarzka,4,333,manual,0
620,Crawloch,1,334,singleton,0
621,Crethyn in Dobrachwcha,1,335,singleton,0
622,Crisiensis-civitas superior,1,336,modern,0
623,Crisium,1,336,modern,0
624,Crisium-civitas,1,336,modern,0
625,Crisium-civitas (taxa 500 fl),4,337,manual,0
626,Crisium-civitas inferior,1,338,singleton,0
627,Crisium-civitas superior,1,339,singleton,0
628,Crisium-claustri,1,336,modern,0
629,Crisium-claustrum,1,336,modern,0
630,Crisium-inferior civitas,1,336,modern,0
631,Crisium-superior civitas,1,336,modern,0
632,Crisnychya,1,340,manual,1
633,Crisnychya ad Galgoycza,1,340,manual,1
634,Crisowlan,1,341,manual,1
635,Crisowlyan,1,341,manual,1
636,Cristallowcz,1,297,manual,0
637,Cristalowcz,1,297,manual,0
638,Cristhalowcz,1,297,manual,0
639,Cristocz,1,297,manual,0
640,Crysancz,2,342,singleton,0
641,Crysthalowcz,1,297,manual,0
642,Crysthesawcz-ad Galgowcz,1,343,singleton,0
643,Cryznychycha-ad Zenthywan dicata,1,344,singleton,0
644,Csalyncz,2,245,modern,0
645,Cwlpowcz,1,345,singleton,0
646,Cyglena,1,305,manual,0
647,Cyrquena,1,310,orthographic-exact,0
648,Czarghowcz,2,346,manual,1
649,Czargowcz,2,347,manual,1
650,Czazarwara,2,250,modern,0
651,"Czebowcz, Kos",2,348,singleton,0
